City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
343,Margate,78,GB,1595626129,82,51.38,1.39,66,3
344,Lata,0,PT,1595626276,74,40.16,-8.33,68,5.01
345,Phan Thiet,47,VN,1595626276,86,10.93,108.1,75.33,3.6
346,Kaitangata,73,NZ,1595626276,54,-46.28,169.85,50,11.01
347,Plymouth,1,US,1595626257,61,41.83,-70.83,81,5.82
348,Saint-Augustin,29,CA,1595626276,66,51.23,-58.65,68.18,14.61
349,Kahului,20,US,1595626276,55,20.89,-156.47,87.8,27.51
350,Ust-Kuyga,0,RU,1595626276,48,70.02,135.6,76.86,2.48
351,Abilene,75,US,1595626277,36,32.45,-99.73,96.8,10.29
352,Sitārganj,23,IN,1595626277,79,28.93,79.7,78.87,4.68
353,Yulara,0,AU,1595626277,75,-25.24,130.99,41,10.29
354,Maumere,57,ID,1595626277,73,-8.62,122.21,74.53,8.37
355,Batman,8,TR,1595626277,39,37.89,41.13,80.6,9.17
356,Namatanai,0,PG,1595626277,77,-3.67,152.43,81.97,8.39
357,Ilhabela,0,BR,1595626277,76,-23.78,-45.36,70.23,5.28
358,Gōtsuchō,30,JP,1595626277,87,35,132.22,74.41,5.08
359,Conde,40,BR,1595626277,83,-7.26,-34.91,75.2,10.29
360,Avera,1,US,1595626277,46,33.19,-82.53,93.2,4.7
361,Gull Lake,75,CA,1595626278,57,50.1,-108.48,75.2,6.93
362,Krasnovishersk,19,RU,1595626278,70,60.41,57.08,53.83,2.93
363,Senneterre,75,CA,1595626278,36,48.38,-77.23,80.6,3.36
364,College,90,US,1595626278,55,64.86,-147.8,64.4,3.36
365,Lorengau,48,PG,1595626278,79,-2.02,147.27,83.5,10.47
366,Sakakah,0,SA,1595626278,12,29.97,40.21,95,9.82
367,Lompoc,10,US,1595626278,64,34.64,-120.46,69.8,13.87
368,Anadyr,54,RU,1595626278,48,64.75,177.48,64.4,13.42
369,Torbay,90,CA,1595626105,100,47.67,-52.73,57,4.7
370,Krasnosel'kup,36,RU,1595626279,76,65.7,82.47,49.33,9.51
371,Saldanha,0,ZA,1595626067,61,-33.01,17.94,50,2.24
372,Suvorovskaya,73,RU,1595626279,28,44.19,42.65,80.6,6.71
